,game_event_index,Unnamed: 0,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
348,12556,12556,1900_07_TeamKL_TeamB,185,,185,6460219,10,4
349,12680,12680,1902_13_TeamMD_TeamA2,17,5.0,17,612130,10,4
350,12688,12688,1902_13_TeamMD_TeamA2,18,6.0,18,642880,10,4
351,12705,12705,1902_13_TeamMD_TeamA2,20,8.0,20,755780,10,4
352,12720,12720,1902_13_TeamMD_TeamA2,23,10.0,23,962280,10,4
353,12742,12742,1902_13_TeamMD_TeamA2,28,12.0,28,1100080,10,4
354,12761,12761,1902_13_TeamMD_TeamA2,32,13.0,32,1292230,10,4
355,12779,12779,1902_13_TeamMD_TeamA2,36,14.0,36,1395080,10,4
356,12793,12793,1902_13_TeamMD_TeamA2,38,15.0,38,1474530,10,4
357,12807,12807,1902_13_TeamMD_TeamA2,40,16.0,40,1546780,10,4
358,12831,12831,1902_13_TeamMD_TeamA2,44,17.0,44,1675680,10,4
359,12879,12879,1902_13_TeamMD_TeamA2,58,20.0,58,2127530,10,4
360,12946,12946,1902_13_TeamMD_TeamA2,78,25.0,78,2811130,10,4
361,12972,12972,1902_13_TeamMD_TeamA2,85,27.0,85,3089130,10,4
362,12990,12990,1902_13_TeamMD_TeamA2,88,28.0,88,3237930,10,4
363,13004,13004,1902_13_TeamMD_TeamA2,91,29.0,91,3320080,10,4
364,13013,13013,1902_13_TeamMD_TeamA2,92,30.0,92,3360630,10,4
365,13060,13060,1902_13_TeamMD_TeamA2,106,32.0,106,3761280,10,4
366,13069,13069,1902_13_TeamMD_TeamA2,108,33.0,108,3925180,10,4
367,13104,13104,1902_13_TeamMD_TeamA2,118,35.0,118,4236680,10,4
368,13121,13121,1902_13_TeamMD_TeamA2,121,36.0,121,4355730,10,4
369,13185,13185,1902_13_TeamMD_TeamA2,140,41.0,140,5010980,10,4
370,13272,13272,1902_13_TeamMD_TeamA2,166,46.0,166,5841380,10,4
371,13296,13296,1902_13_TeamMD_TeamA2,172,47.0,172,6042380,10,4
372,13315,13315,1902_13_TeamMD_TeamA2,175,49.0,175,6264480,10,4
373,13364,13364,1902_13_TeamMD_TeamA2,189,53.0,189,6701480,10,4
374,13390,13390,1902_13_TeamMD_TeamA2,195,54.0,195,6855280,10,4
375,13562,13562,1902_13_TeamMD_TeamA2,248,67.0,248,8688530,10,4
376,13616,13616,1902_13_TeamMD_TeamA2,264,70.0,264,9058980,10,4
377,13636,13636,1902_13_TeamMD_TeamA2,269,71.0,269,9285830,10,4
378,13654,13654,1902_13_TeamMD_TeamA2,271,73.0,271,9378080,10,4
379,13718,13718,1902_13_TeamMD_TeamA2,290,76.0,290,10154530,10,4
380,13748,13748,1902_13_TeamMD_TeamA2,298,78.0,298,10412830,10,4
381,13797,13797,1902_13_TeamMD_TeamA2,310,82.0,310,10937480,10,4
382,13812,13812,1902_13_TeamMD_TeamA2,312,83.0,312,11003830,10,4
383,13835,13835,1902_13_TeamMD_TeamA2,318,84.0,318,11165530,10,4
384,13875,13875,1903_17_TeamNI_TeamA3,6,1.0,6,81869,10,4
385,14002,14002,1903_17_TeamNI_TeamA3,43,12.0,43,1423583,10,4
386,14030,14030,1903_17_TeamNI_TeamA3,50,14.0,50,1700483,10,4
387,14050,14050,1903_17_TeamNI_TeamA3,55,15.0,55,1838533,10,4
388,14069,14069,1903_17_TeamNI_TeamA3,59,17.0,59,1961533,10,4
389,14113,14113,1903_17_TeamNI_TeamA3,71,20.0,71,2352483,10,4
390,14135,14135,1903_17_TeamNI_TeamA3,76,22.0,76,2521233,10,4
391,14164,14164,1903_17_TeamNI_TeamA3,84,23.0,84,2834183,10,4
392,14173,14173,1903_17_TeamNI_TeamA3,85,24.0,85,2871833,10,4
393,14220,14220,1903_17_TeamNI_TeamA3,98,29.0,98,3510713,10,4
394,14259,14259,1903_17_TeamNI_TeamA3,109,32.0,109,3963063,10,4
395,14267,14267,1903_17_TeamNI_TeamA3,110,33.0,110,4098813,10,4
396,14285,14285,1903_17_TeamNI_TeamA3,114,34.0,114,4202663,10,4
397,14310,14310,1903_17_TeamNI_TeamA3,120,35.0,120,4346613,10,4
398,14317,14317,1903_17_TeamNI_TeamA3,121,36.0,121,4485363,10,4
399,14342,14342,1903_17_TeamNI_TeamA3,127,37.0,127,4613063,10,4
400,14360,14360,1903_17_TeamNI_TeamA3,130,38.0,130,4681363,10,4
401,14370,14370,1903_17_TeamNI_TeamA3,131,39.0,131,4719213,10,4
402,14400,14400,1903_17_TeamNI_TeamA3,137,40.0,137,4902913,10,4
403,14415,14415,1903_17_TeamNI_TeamA3,138,41.0,138,4945363,10,4
404,14446,14446,1903_17_TeamNI_TeamA3,146,43.0,146,5233313,10,4
405,14478,14478,1903_17_TeamNI_TeamA3,154,45.0,154,5453813,10,4
406,14497,14497,1903_17_TeamNI_TeamA3,159,47.0,159,5744313,10,4
407,14514,14514,1903_17_TeamNI_TeamA3,163,48.0,163,5851113,10,4
408,14526,14526,1903_17_TeamNI_TeamA3,164,49.0,164,5902513,10,4
409,14559,14559,1903_17_TeamNI_TeamA3,173,51.0,173,6138313,10,4
410,14608,14608,1903_17_TeamNI_TeamA3,188,55.0,188,6767113,10,4
411,14631,14631,1903_17_TeamNI_TeamA3,193,57.0,193,6969813,10,4
412,14667,14667,1903_17_TeamNI_TeamA3,203,59.0,203,7280013,10,4
413,14748,14748,1903_17_TeamNI_TeamA3,228,63.0,228,7991913,10,4
414,14774,14774,1903_17_TeamNI_TeamA3,235,65.0,235,8243063,10,4
415,14785,14785,1903_17_TeamNI_TeamA3,237,66.0,237,8288513,10,4
416,14845,14845,1903_17_TeamNI_TeamA3,255,71.0,255,8954807,10,4
417,14871,14871,1903_27_TeamNK_TeamB,3,2.0,3,91022,10,4
418,14882,14882,1903_27_TeamNK_TeamB,5,3.0,5,140423,10,4
419,14916,14916,1903_27_TeamNK_TeamB,11,5.0,11,507832,10,4
420,14986,14986,1903_27_TeamNK_TeamB,26,8.0,26,903568,10,4
421,15011,15011,1903_27_TeamNK_TeamB,33,10.0,33,1397457,10,4
422,15027,15027,1903_27_TeamNK_TeamB,36,11.0,36,1493784,10,4
423,15043,15043,1903_27_TeamNK_TeamB,39,12.0,39,1581630,10,4
424,15098,15098,1903_27_TeamNK_TeamB,55,15.0,55,2061031,10,4
425,15150,15150,1903_27_TeamNK_TeamB,70,19.0,70,2633153,10,4
426,15201,15201,1903_27_TeamNK_TeamB,83,24.0,83,3085913,10,4
427,15269,15269,1903_27_TeamNK_TeamB,102,32.0,102,3979086,10,4
428,15344,15344,1903_27_TeamNK_TeamB,123,37.0,123,4655132,10,4
429,15379,15379,1903_27_TeamNK_TeamB,133,40.0,133,4952891,10,4
430,15400,15400,1903_27_TeamNK_TeamB,135,41.0,135,5027636,10,4
431,15419,15419,1903_27_TeamNK_TeamB,139,42.0,139,5214779,10,4
432,15437,15437,1903_27_TeamNK_TeamB,143,43.0,143,5297081,10,4
433,15488,15488,1903_27_TeamNK_TeamB,158,46.0,158,5761887,10,4
434,15512,15512,1903_27_TeamNK_TeamB,163,48.0,163,5885934,10,4
435,15535,15535,1903_27_TeamNK_TeamB,167,50.0,167,6023808,10,4
436,15591,15591,1903_27_TeamNK_TeamB,181,55.0,181,6752091,10,4
437,15609,15609,1903_27_TeamNK_TeamB,184,56.0,184,6822150,10,4
438,15622,15622,1903_27_TeamNK_TeamB,186,57.0,186,6883398,10,4
439,15633,15633,1903_27_TeamNK_TeamB,187,58.0,187,6935241,10,4
440,15655,15655,1903_27_TeamNK_TeamB,192,60.0,192,7107765,10,4
441,15673,15673,1903_27_TeamNK_TeamB,196,61.0,196,7224321,10,4
442,15702,15702,1903_27_TeamNK_TeamB,202,62.0,202,7385625,10,4
443,15846,15846,1903_27_TeamNK_TeamB,247,74.0,247,9059981,10,4
444,15874,15874,1903_27_TeamNK_TeamB,254,76.0,254,9367904,10,4
445,15943,15943,1903_27_TeamNK_TeamB,273,81.0,273,10023846,10,4
446,15988,15988,1901_12_TeamLJ_TeamB,9,,9,166414,10,4
447,16035,16035,1901_12_TeamLJ_TeamB,23,,23,561613,10,4
448,16072,16072,1901_12_TeamLJ_TeamB,33,,33,877963,10,4
449,16117,16117,1901_12_TeamLJ_TeamB,46,,46,1372062,10,4
450,16162,16162,1901_12_TeamLJ_TeamB,58,,58,2048095,10,4
451,16245,16245,1901_12_TeamLJ_TeamB,83,,83,2771544,10,4
452,16282,16282,1901_12_TeamLJ_TeamB,94,,94,3009794,10,4
453,16289,16289,1901_12_TeamLJ_TeamB,95,,95,3160644,10,4
454,16298,16298,1901_12_TeamLJ_TeamB,96,,96,3209794,10,4
455,16313,16313,1901_12_TeamLJ_TeamB,100,,100,3330894,10,4
456,16320,16320,1901_12_TeamLJ_TeamB,101,,101,3376894,10,4
457,16357,16357,1901_12_TeamLJ_TeamB,110,,110,3742043,10,4
458,16383,16383,1901_12_TeamLJ_TeamB,115,,115,4004743,10,4
459,16393,16393,1901_12_TeamLJ_TeamB,117,,117,4062993,10,4
460,16415,16415,1901_12_TeamLJ_TeamB,123,,123,4220943,10,4
461,16476,16476,1901_12_TeamLJ_TeamB,139,,139,4807092,10,4
462,16492,16492,1901_12_TeamLJ_TeamB,143,,143,4893492,10,4
463,16502,16502,1901_12_TeamLJ_TeamB,145,,145,5015192,10,4
464,16519,16519,1901_12_TeamLJ_TeamB,149,,149,5150492,10,4
465,16545,16545,1901_12_TeamLJ_TeamB,156,,156,5435892,10,4
466,16595,16595,1901_12_TeamLJ_TeamB,172,,172,5947741,10,4
467,16653,16653,1901_12_TeamLJ_TeamB,188,,188,6489191,10,4
468,16679,16679,1901_12_TeamLJ_TeamB,194,,194,6669441,10,4
469,16728,16728,1901_12_TeamLJ_TeamB,208,,208,7114390,10,4
470,16738,16738,1901_12_TeamLJ_TeamB,210,,210,7167840,10,4
471,16824,16824,1901_12_TeamLJ_TeamB,235,,235,7955039,10,4
472,16859,16859,1901_12_TeamLJ_TeamB,245,,245,8456539,10,4
473,16930,16930,1901_12_TeamLJ_TeamB,263,,263,9123088,10,4
474,16949,16949,1901_12_TeamLJ_TeamB,268,,268,9241788,10,4
475,16958,16958,1901_12_TeamLJ_TeamB,269,,269,9281938,10,4
476,16968,16968,1902_03_TeamMG_TeamA3,2,1.0,2,28696,10,4
477,17014,17014,1902_03_TeamMG_TeamA3,15,4.0,15,470146,10,4
478,17026,17026,1902_03_TeamMG_TeamA3,16,5.0,16,623096,10,4
479,17037,17037,1902_03_TeamMG_TeamA3,18,6.0,18,665746,10,4
480,17060,17060,1902_03_TeamMG_TeamA3,24,7.0,24,800496,10,4
481,17074,17074,1902_03_TeamMG_TeamA3,27,8.0,27,885996,10,4
482,17087,17087,1902_03_TeamMG_TeamA3,28,9.0,28,961396,10,4
483,17120,17120,1902_03_TeamMG_TeamA3,38,12.0,38,1295046,10,4
484,17172,17172,1902_03_TeamMG_TeamA3,53,15.0,53,1785446,10,4
485,17180,17180,1902_03_TeamMG_TeamA3,54,16.0,54,1820646,10,4
486,17199,17199,1902_03_TeamMG_TeamA3,58,17.0,58,1921396,10,4
487,17236,17236,1902_03_TeamMG_TeamA3,67,19.0,67,2190596,10,4
488,17305,17305,1902_03_TeamMG_TeamA3,87,24.0,87,2811246,10,4
489,17345,17345,1902_03_TeamMG_TeamA3,99,,99,3185596,10,4
490,17358,17358,1902_03_TeamMG_TeamA3,102,28.0,102,3265496,10,4
491,17373,17373,1902_03_TeamMG_TeamA3,105,29.0,105,3326896,10,4
492,17380,17380,1902_03_TeamMG_TeamA3,106,30.0,106,3474196,10,4
493,17443,17443,1902_03_TeamMG_TeamA3,122,33.0,122,3954646,10,4
494,17459,17459,1902_03_TeamMG_TeamA3,126,34.0,126,4138146,10,4
495,17472,17472,1902_03_TeamMG_TeamA3,129,35.0,129,4200346,10,4
496,17504,17504,1902_03_TeamMG_TeamA3,137,37.0,137,4451946,10,4
497,17538,17538,1902_03_TeamMG_TeamA3,146,40.0,146,4771846,10,4
498,17554,17554,1902_03_TeamMG_TeamA3,149,41.0,149,4943596,10,4
499,17582,17582,1902_03_TeamMG_TeamA3,155,42.0,155,5124696,10,4
500,17604,17604,1902_03_TeamMG_TeamA3,160,43.0,160,5275346,10,4
501,17615,17615,1902_03_TeamMG_TeamA3,161,44.0,161,5336696,10,4
502,17636,17636,1902_03_TeamMG_TeamA3,165,45.0,165,5449996,10,4
503,17693,17693,1902_03_TeamMG_TeamA3,181,48.0,181,6003496,10,4
504,17748,17748,1902_03_TeamMG_TeamA3,195,52.0,195,6938096,10,4
505,17758,17758,1902_03_TeamMG_TeamA3,197,53.0,197,6998146,10,4
506,17771,17771,1902_03_TeamMG_TeamA3,200,54.0,200,7140196,10,4
507,17800,17800,1902_03_TeamMG_TeamA3,207,56.0,207,7370696,10,4
508,17880,17880,1902_03_TeamMG_TeamA3,230,60.0,230,8067546,10,4
509,17922,17922,1902_03_TeamMG_TeamA3,241,63.0,241,8589996,10,4
510,17933,17933,1902_03_TeamMG_TeamA3,242,64.0,242,8640496,10,4
511,17961,17961,1902_03_TeamMG_TeamA3,249,66.0,249,8962196,10,4
512,17987,17987,1902_03_TeamMG_TeamA3,255,67.0,255,9178346,10,4
513,18028,18028,1902_03_TeamMG_TeamA3,264,69.0,264,9508046,10,4
514,18137,18137,1902_03_TeamMG_TeamA3,294,75.0,294,10660696,10,4
515,18232,18232,1902_03_TeamMG_TeamA3,321,80.0,321,11552596,10,4
516,18314,18314,1900_09_TeamKK_TeamB,17,,17,597027,10,4
517,18321,18321,1900_09_TeamKK_TeamB,18,,18,645313,10,4
518,18384,18384,1900_09_TeamKK_TeamB,35,,35,1155539,10,4
519,18442,18442,1900_09_TeamKK_TeamB,53,,53,1718541,10,4
520,18567,18567,1900_09_TeamKK_TeamB,89,,92,3236148,10,4
521,18578,18578,1900_09_TeamKK_TeamB,91,,94,3296844,10,4
522,18612,18612,1900_09_TeamKK_TeamB,100,,103,3504644,10,4
523,18622,18622,1900_09_TeamKK_TeamB,102,,105,3614750,10,4
524,18632,18632,1900_09_TeamKK_TeamB,104,,107,3791525,10,4
525,18701,18701,1900_09_TeamKK_TeamB,125,,128,4450274,10,4
526,18722,18722,1900_09_TeamKK_TeamB,130,,133,4608896,10,4
527,18741,18741,1900_09_TeamKK_TeamB,135,,138,4767057,10,4
528,18751,18751,1900_09_TeamKK_TeamB,137,,140,4840856,10,4
529,18831,18831,1900_09_TeamKK_TeamB,160,,163,5968707,10,4
530,18865,18865,1900_09_TeamKK_TeamB,170,,173,6322092,10,4
531,18890,18890,1900_09_TeamKK_TeamB,176,,179,6614023,10,4
532,18946,18946,1900_09_TeamKK_TeamB,193,,196,7259602,10,4
533,19052,19052,1900_09_TeamKK_TeamB,221,,224,8750872,10,4
534,19111,19111,1900_09_TeamKK_TeamB,237,,240,9318362,10,4
535,19179,19179,1901_01_TeamLG_TeamA3,3,,3,70997,10,4
536,19245,19245,1901_01_TeamLG_TeamA3,21,,21,679626,10,4
537,19265,19265,1901_01_TeamLG_TeamA3,26,,26,904426,10,4
538,19277,19277,1901_01_TeamLG_TeamA3,28,,28,955176,10,4
539,19330,19330,1901_01_TeamLG_TeamA3,41,,41,1379226,10,4
540,19344,19344,1901_01_TeamLG_TeamA3,43,,43,1559275,10,4
541,19407,19407,1901_01_TeamLG_TeamA3,62,,62,2105425,10,4
542,19450,19450,1901_01_TeamLG_TeamA3,72,,72,2382175,10,4
543,19522,19522,1901_01_TeamLG_TeamA3,93,,93,3030974,10,4
544,19534,19534,1901_01_TeamLG_TeamA3,95,,95,3085524,10,4
545,19568,19568,1901_01_TeamLG_TeamA3,103,,103,3385474,10,4
546,19622,19622,1901_01_TeamLG_TeamA3,119,,119,3831473,10,4
547,19648,19648,1901_01_TeamLG_TeamA3,126,,126,4102673,10,4
548,19732,19732,1901_01_TeamLG_TeamA3,150,,150,4983972,10,4
549,19747,19747,1901_01_TeamLG_TeamA3,152,,152,5052472,10,4
550,19800,19800,1901_01_TeamLG_TeamA3,167,,167,5563422,10,4
551,19830,19830,1901_01_TeamLG_TeamA3,176,,176,5881421,10,4
552,19948,19948,1901_01_TeamLG_TeamA3,212,,212,6980570,10,4
553,19997,19997,1901_01_TeamLG_TeamA3,223,,223,7344320,10,4
554,20017,20017,1901_01_TeamLG_TeamA3,227,,227,7570670,10,4
555,20031,20031,1901_01_TeamLG_TeamA3,230,,230,7642870,10,4
556,20051,20051,1901_01_TeamLG_TeamA3,235,,235,7808981,10,4
557,20070,20070,1901_01_TeamLG_TeamA3,240,,240,7932781,10,4
558,20083,20083,1901_01_TeamLG_TeamA3,241,,241,7983681,10,4
559,20155,20155,1900_03_TeamKJ_TeamB,8,,8,178340,10,4
560,20591,20591,1900_03_TeamKJ_TeamB,137,,137,5627418,10,4
561,20884,20884,1903_22_TeamNA_TeamA1,4,2.0,4,67413,10,4
562,20895,20895,1903_22_TeamNA_TeamA1,6,3.0,6,110963,10,4
563,20916,20916,1903_22_TeamNA_TeamA1,9,4.0,9,195963,10,4
564,20958,20958,1903_22_TeamNA_TeamA1,20,6.0,20,553813,10,4
565,20992,20992,1903_22_TeamNA_TeamA1,29,8.0,29,711763,10,4
566,21014,21014,1903_22_TeamNA_TeamA1,34,9.0,34,832663,10,4
567,21029,21029,1903_22_TeamNA_TeamA1,37,11.0,37,1028063,10,4
568,21083,21083,1903_22_TeamNA_TeamA1,52,14.0,52,1445013,10,4
569,21118,21118,1903_22_TeamNA_TeamA1,62,15.0,62,1629063,10,4
570,21171,21171,1903_22_TeamNA_TeamA1,75,18.0,76,1996763,10,4
571,21177,21177,1903_22_TeamNA_TeamA1,76,19.0,77,2146913,10,4
572,21194,21194,1903_22_TeamNA_TeamA1,80,20.0,81,2206513,10,4
573,21209,21209,1903_22_TeamNA_TeamA1,83,21.0,84,2280213,10,4
574,21300,21300,1903_22_TeamNA_TeamA1,110,28.0,111,3064963,10,4
575,21314,21314,1903_22_TeamNA_TeamA1,113,29.0,114,3148663,10,4
576,21365,21365,1903_22_TeamNA_TeamA1,127,32.0,128,3556063,10,4
577,21399,21399,1903_22_TeamNA_TeamA1,135,34.0,136,3823413,10,4
578,21415,21415,1903_22_TeamNA_TeamA1,138,36.0,139,3902913,10,4
579,21435,21435,1903_22_TeamNA_TeamA1,142,39.0,143,4116213,10,4
580,21476,21476,1903_22_TeamNA_TeamA1,152,41.0,153,4391663,10,4
581,21484,21484,1903_22_TeamNA_TeamA1,153,42.0,154,4537463,10,4
582,21683,21683,1903_22_TeamNA_TeamA1,209,55.0,210,6416063,10,4
583,21742,21742,1903_22_TeamNA_TeamA1,225,58.0,226,6867313,10,4
584,21816,21816,1903_22_TeamNA_TeamA1,246,63.0,247,7649763,10,4
585,21837,21837,1903_22_TeamNA_TeamA1,249,64.0,250,7768413,10,4
586,21848,21848,1903_22_TeamNA_TeamA1,251,65.0,252,7817013,10,4
587,21904,21904,1902_16_TeamMD_TeamA2,3,1.0,3,77106,10,4
588,21973,21973,1902_16_TeamMD_TeamA2,24,6.0,24,675356,10,4
589,21998,21998,1902_16_TeamMD_TeamA2,30,9.0,30,966723,10,4
590,22012,22012,1902_16_TeamMD_TeamA2,33,10.0,33,1055223,10,4
591,22022,22022,1902_16_TeamMD_TeamA2,35,11.0,35,1125323,10,4
592,22037,22037,1902_16_TeamMD_TeamA2,37,12.0,37,1301973,10,4
593,22145,22145,1902_16_TeamMD_TeamA2,68,17.0,68,2159623,10,4
594,22182,22182,1902_16_TeamMD_TeamA2,77,19.0,77,2523517,10,4
595,22196,22196,1902_16_TeamMD_TeamA2,80,20.0,80,2649501,10,4
596,22210,22210,1902_16_TeamMD_TeamA2,83,22.0,83,2833701,10,4
597,22219,22219,1902_16_TeamMD_TeamA2,84,23.0,84,2867351,10,4
598,22243,22243,1902_16_TeamMD_TeamA2,90,25.0,90,3120001,10,4
599,22256,22256,1902_16_TeamMD_TeamA2,93,26.0,93,3185901,10,4
600,22321,22321,1902_16_TeamMD_TeamA2,112,31.0,112,3864766,10,4
601,22338,22338,1902_16_TeamMD_TeamA2,116,32.0,116,4065816,10,4
602,22377,22377,1902_16_TeamMD_TeamA2,127,35.0,127,4429516,10,4
603,22395,22395,1902_16_TeamMD_TeamA2,131,36.0,131,4534516,10,4
604,22418,22418,1902_16_TeamMD_TeamA2,137,37.0,137,4659716,10,4
605,22451,22451,1902_16_TeamMD_TeamA2,146,38.0,146,4922466,10,4
606,22466,22466,1902_16_TeamMD_TeamA2,149,39.0,149,5098116,10,4
607,22488,22488,1902_16_TeamMD_TeamA2,155,41.0,155,5208266,10,4
608,22549,22549,1902_16_TeamMD_TeamA2,173,45.0,173,5780516,10,4
609,22569,22569,1902_16_TeamMD_TeamA2,179,46.0,179,6035266,10,4
610,22579,22579,1902_16_TeamMD_TeamA2,180,47.0,180,6079516,10,4
611,22607,22607,1902_16_TeamMD_TeamA2,187,49.0,187,6273666,10,4
612,22615,22615,1902_16_TeamMD_TeamA2,189,50.0,189,6442566,10,4
613,22671,22671,1902_16_TeamMD_TeamA2,205,54.0,205,7177766,10,4
614,22699,22699,1902_16_TeamMD_TeamA2,213,56.0,213,7305516,10,4
615,22777,22777,1902_16_TeamMD_TeamA2,237,61.0,237,8238316,10,4
616,22790,22790,1902_16_TeamMD_TeamA2,240,63.0,240,8355416,10,4
617,22811,22811,1902_16_TeamMD_TeamA2,244,64.0,244,8485916,10,4
618,22880,22880,1902_16_TeamMD_TeamA2,265,68.0,265,9130716,10,4
619,22898,22898,1903_32_TeamNB_TeamA1,3,2.0,3,45738,10,4
620,22911,22911,1903_32_TeamNB_TeamA1,5,3.0,5,87488,10,4
621,22933,22933,1903_32_TeamNB_TeamA1,10,5.0,10,295638,10,4
622,22945,22945,1903_32_TeamNB_TeamA1,12,6.0,12,342288,10,4
623,22961,22961,1903_32_TeamNB_TeamA1,15,7.0,15,420138,10,4
624,22974,22974,1903_32_TeamNB_TeamA1,18,8.0,18,496888,10,4
625,23031,23031,1903_32_TeamNB_TeamA1,35,12.0,36,921238,10,4
626,23047,23047,1903_32_TeamNB_TeamA1,38,13.0,39,1075088,10,4
627,23053,23053,1903_32_TeamNB_TeamA1,39,14.0,40,1103538,10,4
628,23067,23067,1903_32_TeamNB_TeamA1,42,15.0,43,1166188,10,4
629,23086,23086,1903_32_TeamNB_TeamA1,46,17.0,48,1379088,10,4
630,23118,23118,1903_32_TeamNB_TeamA1,54,20.0,56,1671138,10,4
631,23134,23134,1903_32_TeamNB_TeamA1,58,21.0,60,1743038,10,4
632,23162,23162,1903_32_TeamNB_TeamA1,66,23.0,68,1915388,10,4
633,23196,23196,1903_32_TeamNB_TeamA1,74,24.0,76,2149588,10,4
634,23208,23208,1903_32_TeamNB_TeamA1,76,25.0,78,2308188,10,4
635,23226,23226,1903_32_TeamNB_TeamA1,80,28.0,83,2572227,10,4
636,23242,23242,1903_32_TeamNB_TeamA1,84,29.0,87,2650277,10,4
637,23307,23307,1903_32_TeamNB_TeamA1,101,35.0,104,3229377,10,4
638,23345,23345,1903_32_TeamNB_TeamA1,112,37.0,115,3455227,10,4
639,23368,23368,1903_32_TeamNB_TeamA1,118,39.0,121,3803327,10,4
640,23376,23376,1903_32_TeamNB_TeamA1,119,40.0,122,3843877,10,4
641,23416,23416,1903_32_TeamNB_TeamA1,129,44.0,132,4167877,10,4
642,23433,23433,1903_32_TeamNB_TeamA1,132,46.0,135,4347627,10,4
643,23444,23444,1903_32_TeamNB_TeamA1,134,47.0,137,4404327,10,4
644,23463,23463,1903_32_TeamNB_TeamA1,138,48.0,141,4492077,10,4
645,23487,23487,1903_32_TeamNB_TeamA1,144,50.0,147,4755977,10,4
646,23560,23560,1903_32_TeamNB_TeamA1,165,54.0,169,5393627,10,4
647,23588,23588,1901_07_TeamLK_TeamB,6,,7,116354,10,4
648,23626,23626,1901_07_TeamLK_TeamB,17,,18,490454,10,4
649,23637,23637,1901_07_TeamLK_TeamB,18,,19,537254,10,4
650,23656,23656,1901_07_TeamLK_TeamB,23,,24,705503,10,4
651,23667,23667,1901_07_TeamLK_TeamB,24,,26,813953,10,4
652,23714,23714,1901_07_TeamLK_TeamB,38,,40,1206353,10,4
653,23735,23735,1901_07_TeamLK_TeamB,43,,45,1291353,10,4
654,23765,23765,1901_07_TeamLK_TeamB,51,,53,1620303,10,4
655,23775,23775,1901_07_TeamLK_TeamB,53,,55,1676403,10,4
656,23783,23783,1901_07_TeamLK_TeamB,54,,56,1715053,10,4
657,23827,23827,1901_07_TeamLK_TeamB,66,,68,2237702,10,4
658,23907,23907,1901_07_TeamLK_TeamB,91,,93,3097551,10,4
659,23920,23920,1901_07_TeamLK_TeamB,93,,95,3150651,10,4
660,23935,23935,1901_07_TeamLK_TeamB,96,,98,3249501,10,4
661,23954,23954,1901_07_TeamLK_TeamB,101,,103,3437251,10,4
662,24019,24019,1901_07_TeamLK_TeamB,120,,122,4188600,10,4
663,24042,24042,1901_07_TeamLK_TeamB,125,,127,4365200,10,4
664,24065,24065,1901_07_TeamLK_TeamB,131,,133,4601350,10,4
665,24120,24120,1901_07_TeamLK_TeamB,147,,149,5332699,10,4
666,24138,24138,1901_07_TeamLK_TeamB,151,,153,5452349,10,4
667,24154,24154,1901_07_TeamLK_TeamB,154,,156,5573549,10,4
668,24191,24191,1901_07_TeamLK_TeamB,164,,166,5982748,10,4
669,24208,24208,1901_07_TeamLK_TeamB,168,,170,6091498,10,4
670,24222,24222,1901_07_TeamLK_TeamB,171,,173,6216098,10,4
671,24257,24257,1901_07_TeamLK_TeamB,182,,184,6641598,10,4
672,24276,24276,1901_07_TeamLK_TeamB,187,,189,6773598,10,4
673,24297,24297,1901_07_TeamLK_TeamB,192,,194,6984398,10,4
674,24310,24310,1901_07_TeamLK_TeamB,194,,196,7165047,10,4
675,24349,24349,1901_07_TeamLK_TeamB,205,,207,7446947,10,4
676,24412,24412,1901_07_TeamLK_TeamB,223,,225,8404946,10,4
677,24499,24499,1901_07_TeamLK_TeamB,248,,250,9290045,10,4
678,24505,24505,1901_07_TeamLK_TeamB,249,,251,9378795,10,4
679,24518,24518,1902_23_TeamMA_TeamA1,3,1.0,3,39638,10,4
680,24533,24533,1902_23_TeamMA_TeamA1,6,2.0,6,102888,10,4
681,24621,24621,1902_23_TeamMA_TeamA1,31,7.0,31,881388,10,4
682,24631,24631,1902_23_TeamMA_TeamA1,33,8.0,33,1047738,10,4
683,24656,24656,1902_23_TeamMA_TeamA1,39,10.0,39,1209638,10,4
684,24680,24680,1902_23_TeamMA_TeamA1,45,11.0,45,1362688,10,4
685,24711,24711,1902_23_TeamMA_TeamA1,53,13.0,53,1626038,10,4
686,24781,24781,1902_23_TeamMA_TeamA1,74,18.0,74,2319238,10,4
687,24822,24822,1902_23_TeamMA_TeamA1,84,21.0,84,2705538,10,4
688,24836,24836,1902_23_TeamMA_TeamA1,87,22.0,87,2791188,10,4
689,24864,24864,1902_23_TeamMA_TeamA1,95,24.0,95,3045688,10,4
690,24879,24879,1902_23_TeamMA_TeamA1,98,25.0,98,3146838,10,4
691,24988,24988,1902_23_TeamMA_TeamA1,130,36.0,130,4374788,10,4
692,24999,24999,1902_23_TeamMA_TeamA1,132,37.0,132,4422738,10,4
693,25021,25021,1902_23_TeamMA_TeamA1,138,38.0,138,4564838,10,4
694,25043,25043,1902_23_TeamMA_TeamA1,143,39.0,143,4844788,10,4
695,25075,25075,1902_23_TeamMA_TeamA1,152,41.0,152,5078338,10,4
696,25104,25104,1902_23_TeamMA_TeamA1,160,43.0,160,5406738,10,4
697,25147,25147,1902_23_TeamMA_TeamA1,172,45.0,172,5869288,10,4
698,25158,25158,1902_23_TeamMA_TeamA1,174,46.0,174,5969088,10,4
