,Unnamed: 0,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
3790,3790,1903_08_TeamNJ_TeamB,21,5.0,21,593517,255,16
102110,102110,1901_11_TeamLJ_TeamB,250,,250,9465987,255,16
3807,3807,1903_08_TeamNJ_TeamB,25,6.0,25,771267,255,16
102111,102111,1901_11_TeamLJ_TeamB,250,,250,9466487,255,16
102112,102112,1901_11_TeamLJ_TeamB,250,,250,9466987,5,2
69348,69348,1902_26_TeamMH_TeamA3,13,4.0,13,296706,255,16
69349,69349,1902_26_TeamMH_TeamA3,13,4.0,13,297106,255,16
69350,69350,1902_26_TeamMH_TeamA3,13,4.0,13,297406,255,16
69351,69351,1902_26_TeamMH_TeamA3,13,4.0,13,297706,255,16
69352,69352,1902_26_TeamMH_TeamA3,13,4.0,13,298006,255,16
69353,69353,1902_26_TeamMH_TeamA3,13,4.0,13,298456,255,16
52966,52966,1902_11_TeamMI_TeamA3,38,9.0,38,1281752,255,16
85735,85735,1903_04_TeamNC_TeamA1,49,13.0,51,1735269,255,16
85736,85736,1903_04_TeamNC_TeamA1,49,13.0,51,1735669,255,16
85737,85737,1903_04_TeamNC_TeamA1,49,13.0,51,1736019,255,16
85738,85738,1903_04_TeamNC_TeamA1,49,13.0,51,1736319,255,16
85739,85739,1903_04_TeamNC_TeamA1,49,13.0,51,1736619,255,16
36606,36606,1901_09_TeamLK_TeamB,68,,69,2641133,255,16
69375,69375,1902_26_TeamMH_TeamA3,19,5.0,19,447856,255,16
69376,69376,1902_26_TeamMH_TeamA3,19,5.0,19,448756,255,16
69377,69377,1902_26_TeamMH_TeamA3,19,5.0,19,449156,255,16
69378,69378,1902_26_TeamMH_TeamA3,19,5.0,19,449506,255,16
69379,69379,1902_26_TeamMH_TeamA3,19,5.0,19,449756,255,16
52997,52997,1902_11_TeamMI_TeamA3,47,11.0,47,1555052,255,16
85765,85765,1903_04_TeamNC_TeamA1,57,15.0,59,1957469,255,16
85766,85766,1903_04_TeamNC_TeamA1,57,15.0,59,1958019,255,16
85767,85767,1903_04_TeamNC_TeamA1,57,15.0,59,1958469,255,16
85768,85768,1903_04_TeamNC_TeamA1,57,15.0,59,1958919,255,16
3850,3850,1903_08_TeamNJ_TeamB,37,9.0,37,1170767,255,16
3851,3851,1903_08_TeamNJ_TeamB,37,9.0,37,1171567,255,16
53016,53016,1902_11_TeamMI_TeamA3,52,12.0,52,1790002,255,16
53017,53017,1902_11_TeamMI_TeamA3,52,12.0,52,1790802,255,16
53018,53018,1902_11_TeamMI_TeamA3,52,12.0,52,1791302,255,16
3867,3867,1903_08_TeamNJ_TeamB,41,10.0,42,1373817,255,16
85790,85790,1903_04_TeamNC_TeamA1,62,17.0,64,2116669,255,16
85791,85791,1903_04_TeamNC_TeamA1,62,17.0,64,2117219,255,16
85792,85792,1903_04_TeamNC_TeamA1,62,17.0,64,2117619,255,16
36641,36641,1901_09_TeamLK_TeamB,78,,79,2874283,255,16
36642,36642,1901_09_TeamLK_TeamB,78,,79,2874833,255,16
53025,53025,1902_11_TeamMI_TeamA3,53,13.0,53,1835052,255,16
53026,53026,1902_11_TeamMI_TeamA3,53,13.0,53,1835902,255,16
53027,53027,1902_11_TeamMI_TeamA3,53,13.0,53,1836502,255,16
69414,69414,1902_26_TeamMH_TeamA3,29,7.0,29,763156,255,16
69415,69415,1902_26_TeamMH_TeamA3,29,7.0,29,763656,255,16
85793,85793,1903_04_TeamNC_TeamA1,62,17.0,64,2117969,255,16
36643,36643,1901_09_TeamLK_TeamB,78,,79,2875383,6,2
85806,85806,1903_04_TeamNC_TeamA1,65,18.0,67,2205719,255,16
85807,85807,1903_04_TeamNC_TeamA1,65,18.0,67,2206119,255,16
85808,85808,1903_04_TeamNC_TeamA1,65,18.0,67,2206419,255,16
85809,85809,1903_04_TeamNC_TeamA1,65,18.0,67,2206719,3,2
85818,85818,1903_04_TeamNC_TeamA1,67,19.0,69,2382219,255,16
85819,85819,1903_04_TeamNC_TeamA1,67,19.0,69,2383419,5,2
53055,53055,1902_11_TeamMI_TeamA3,59,14.0,59,2033752,255,16
53056,53056,1902_11_TeamMI_TeamA3,59,14.0,59,2035302,255,16
36675,36675,1901_09_TeamLK_TeamB,86,,87,3227832,255,16
36676,36676,1901_09_TeamLK_TeamB,86,,87,3228182,255,16
82188,82188,1900_05_TeamKK_TeamB,9,,9,303606,255,16
102214,102214,1901_11_TeamLJ_TeamB,282,,284,10819436,255,16
102215,102215,1901_11_TeamLJ_TeamB,282,,284,10820786,255,16
102216,102216,1901_11_TeamLJ_TeamB,282,,284,10821336,6,2
3915,3915,1903_08_TeamNJ_TeamB,54,13.0,55,1850167,255,16
3916,3916,1903_08_TeamNJ_TeamB,54,13.0,55,1851567,255,16
3917,3917,1903_08_TeamNJ_TeamB,54,13.0,55,1852267,4,2
53075,53075,1902_11_TeamMI_TeamA3,63,15.0,63,2185052,255,16
53076,53076,1902_11_TeamMI_TeamA3,63,15.0,63,2186302,255,16
53077,53077,1902_11_TeamMI_TeamA3,63,15.0,63,2186802,255,16
36698,36698,1901_09_TeamLK_TeamB,91,,92,3468682,255,16
36699,36699,1901_09_TeamLK_TeamB,91,,92,3469432,255,16
36700,36700,1901_09_TeamLK_TeamB,91,,92,3469632,3,2
102237,102237,1901_11_TeamLJ_TeamB,288,,290,11117335,255,16
102238,102238,1901_11_TeamLJ_TeamB,288,,290,11119135,255,16
102239,102239,1901_11_TeamLJ_TeamB,288,,290,11119885,255,16
69475,69475,1902_26_TeamMH_TeamA3,47,13.0,47,1484906,255,16
69476,69476,1902_26_TeamMH_TeamA3,47,13.0,47,1485906,255,16
69477,69477,1902_26_TeamMH_TeamA3,47,13.0,47,1486456,255,16
53093,53093,1902_11_TeamMI_TeamA3,67,16.0,67,2308902,255,16
3950,3950,1903_08_TeamNJ_TeamB,64,15.0,65,2154467,255,16
3951,3951,1903_08_TeamNJ_TeamB,64,15.0,65,2155967,255,16
36719,36719,1901_09_TeamLK_TeamB,96,,97,3684282,255,16
36720,36720,1901_09_TeamLK_TeamB,96,,97,3684832,255,16
85872,85872,1903_04_TeamNC_TeamA1,83,22.0,86,2792369,255,16
85873,85873,1903_04_TeamNC_TeamA1,83,22.0,86,2793069,255,16
85874,85874,1903_04_TeamNC_TeamA1,83,22.0,86,2793519,255,16
3952,3952,1903_08_TeamNJ_TeamB,64,15.0,65,2156517,6,2
36721,36721,1901_09_TeamLK_TeamB,96,,97,3685382,6,2
53111,53111,1902_11_TeamMI_TeamA3,70,17.0,70,2443302,255,16
53112,53112,1902_11_TeamMI_TeamA3,70,17.0,70,2443602,255,16
53113,53113,1902_11_TeamMI_TeamA3,70,17.0,70,2443852,255,16
102266,102266,1901_11_TeamLJ_TeamB,296,,298,11418835,255,16
102267,102267,1901_11_TeamLJ_TeamB,296,,298,11420235,255,16
69500,69500,1902_26_TeamMH_TeamA3,51,15.0,51,1611956,255,16
69501,69501,1902_26_TeamMH_TeamA3,51,15.0,51,1612656,255,16
69502,69502,1902_26_TeamMH_TeamA3,51,15.0,51,1613106,255,16
69503,69503,1902_26_TeamMH_TeamA3,51,15.0,51,1613406,255,16
53114,53114,1902_11_TeamMI_TeamA3,70,17.0,70,2444052,255,16
53115,53115,1902_11_TeamMI_TeamA3,70,17.0,70,2444252,6,2
102268,102268,1901_11_TeamLJ_TeamB,296,,298,11421035,6,2
53127,53127,1902_11_TeamMI_TeamA3,73,18.0,73,2506952,255,16
53128,53128,1902_11_TeamMI_TeamA3,73,18.0,73,2508402,255,16
53129,53129,1902_11_TeamMI_TeamA3,73,18.0,73,2509002,4,2
3983,3983,1903_08_TeamNJ_TeamB,73,18.0,74,2488867,255,16
3984,3984,1903_08_TeamNJ_TeamB,73,18.0,74,2489767,255,16
69524,69524,1902_26_TeamMH_TeamA3,56,16.0,56,1756106,255,16
69525,69525,1902_26_TeamMH_TeamA3,56,16.0,56,1757056,255,16
69526,69526,1902_26_TeamMH_TeamA3,56,16.0,56,1757556,255,16
85911,85911,1903_04_TeamNC_TeamA1,93,25.0,96,3217569,255,16
85912,85912,1903_04_TeamNC_TeamA1,93,25.0,96,3218369,255,16
85913,85913,1903_04_TeamNC_TeamA1,93,25.0,96,3218919,255,16
85914,85914,1903_04_TeamNC_TeamA1,93,25.0,96,3219319,255,16
85915,85915,1903_04_TeamNC_TeamA1,93,25.0,96,3219619,255,16
69533,69533,1902_26_TeamMH_TeamA3,57,17.0,57,1801406,255,16
69534,69534,1902_26_TeamMH_TeamA3,57,17.0,57,1802206,255,16
69544,69544,1902_26_TeamMH_TeamA3,59,18.0,59,1882056,255,16
69545,69545,1902_26_TeamMH_TeamA3,59,18.0,59,1882956,255,16
69546,69546,1902_26_TeamMH_TeamA3,59,18.0,59,1883156,3,2
36785,36785,1901_09_TeamLK_TeamB,116,,117,4351431,255,16
36786,36786,1901_09_TeamLK_TeamB,116,,117,4352181,255,16
36787,36787,1901_09_TeamLK_TeamB,116,,117,4352781,255,16
53170,53170,1902_11_TeamMI_TeamA3,85,21.0,85,2896402,255,16
102329,102329,1902_31_TeamMF_TeamA2,19,5.0,19,519046,255,16
102330,102330,1902_31_TeamMF_TeamA2,19,5.0,19,520046,255,16
102331,102331,1902_31_TeamMF_TeamA2,19,5.0,19,520346,5,2
69568,69568,1902_26_TeamMH_TeamA3,66,,66,2162806,255,16
69569,69569,1902_26_TeamMH_TeamA3,66,,66,2163206,255,16
69570,69570,1902_26_TeamMH_TeamA3,66,,66,2163656,255,16
69571,69571,1902_26_TeamMH_TeamA3,66,,66,2164206,255,16
69572,69572,1902_26_TeamMH_TeamA3,66,,66,2164656,255,16
69573,69573,1902_26_TeamMH_TeamA3,66,,66,2165006,255,16
69574,69574,1902_26_TeamMH_TeamA3,66,,66,2165306,255,16
69575,69575,1902_26_TeamMH_TeamA3,66,,66,2165556,255,16
102343,102343,1902_31_TeamMF_TeamA2,22,6.0,22,579296,255,16
4041,4041,1903_08_TeamNJ_TeamB,90,23.0,91,3039117,255,16
4042,4042,1903_08_TeamNJ_TeamB,90,23.0,91,3040567,255,16
4043,4043,1903_08_TeamNJ_TeamB,90,23.0,91,3041067,5,2
53198,53198,1902_11_TeamMI_TeamA3,93,22.0,93,3125602,255,16
53199,53199,1902_11_TeamMI_TeamA3,93,22.0,93,3126302,255,16
53200,53200,1902_11_TeamMI_TeamA3,93,22.0,93,3126752,3,2
85971,85971,1903_04_TeamNC_TeamA1,109,29.0,114,3905569,255,16
85972,85972,1903_04_TeamNC_TeamA1,109,29.0,114,3905969,255,16
85973,85973,1903_04_TeamNC_TeamA1,109,29.0,114,3906219,255,16
85974,85974,1903_04_TeamNC_TeamA1,109,29.0,114,3906619,4,2
39884,39884,1903_02_TeamNE_TeamA2,72,31.0,72,3221587,6,2
85983,85983,1903_04_TeamNC_TeamA1,111,30.0,116,3956619,255,16
85984,85984,1903_04_TeamNC_TeamA1,111,30.0,116,3957969,255,16
85985,85985,1903_04_TeamNC_TeamA1,111,30.0,116,3958669,5,2
4082,4082,1903_08_TeamNJ_TeamB,101,27.0,102,3416067,255,16
4083,4083,1903_08_TeamNJ_TeamB,101,27.0,102,3418017,255,16
102386,102386,1902_31_TeamMF_TeamA2,35,9.0,35,974396,255,16
102387,102387,1902_31_TeamMF_TeamA2,35,9.0,35,975046,255,16
69622,69622,1902_26_TeamMH_TeamA3,78,23.0,78,2498606,255,16
69623,69623,1902_26_TeamMH_TeamA3,78,23.0,78,2499406,255,16
69624,69624,1902_26_TeamMH_TeamA3,78,23.0,78,2499806,255,16
69625,69625,1902_26_TeamMH_TeamA3,78,23.0,78,2500156,255,16
102388,102388,1902_31_TeamMF_TeamA2,35,9.0,35,975446,255,16
4084,4084,1903_08_TeamNJ_TeamB,101,27.0,102,3418567,4,2
102389,102389,1902_31_TeamMF_TeamA2,35,9.0,35,976246,4,2
4093,4093,1903_08_TeamNJ_TeamB,103,28.0,104,3568417,255,16
4094,4094,1903_08_TeamNJ_TeamB,103,28.0,104,3570017,255,16
4095,4095,1903_08_TeamNJ_TeamB,103,28.0,104,3570417,6,2
86018,86018,1903_04_TeamNC_TeamA1,121,32.0,126,4377419,255,16
86019,86019,1903_04_TeamNC_TeamA1,121,32.0,126,4377919,255,16
86020,86020,1903_04_TeamNC_TeamA1,121,32.0,126,4378319,255,16
86021,86021,1903_04_TeamNC_TeamA1,121,32.0,126,4378619,255,16
86022,86022,1903_04_TeamNC_TeamA1,121,32.0,126,4379019,255,16
86023,86023,1903_04_TeamNC_TeamA1,121,32.0,126,4379269,5,2
36875,36875,1901_09_TeamLK_TeamB,143,,144,5509980,255,16
36876,36876,1901_09_TeamLK_TeamB,143,,144,5510930,255,16
69643,69643,1902_26_TeamMH_TeamA3,81,24.0,81,2600056,255,16
4110,4110,1903_08_TeamNJ_TeamB,107,29.0,108,3648117,255,16
4111,4111,1903_08_TeamNJ_TeamB,107,29.0,108,3649867,255,16
69644,69644,1902_26_TeamMH_TeamA3,81,24.0,81,2600556,255,16
69645,69645,1902_26_TeamMH_TeamA3,81,24.0,81,2601006,255,16
69646,69646,1902_26_TeamMH_TeamA3,81,24.0,81,2601356,255,16
69647,69647,1902_26_TeamMH_TeamA3,81,24.0,81,2601706,255,16
53268,53268,1902_11_TeamMI_TeamA3,115,27.0,115,3820352,255,16
53269,53269,1902_11_TeamMI_TeamA3,115,27.0,115,3821402,255,16
4118,4118,1903_08_TeamNJ_TeamB,108,30.0,109,3681917,255,16
4119,4119,1903_08_TeamNJ_TeamB,108,30.0,109,3683167,255,16
4120,4120,1903_08_TeamNJ_TeamB,108,30.0,109,3683817,255,16
4121,4121,1903_08_TeamNJ_TeamB,108,30.0,109,3684217,255,16
4122,4122,1903_08_TeamNJ_TeamB,108,30.0,109,3684667,255,16
102426,102426,1902_31_TeamMF_TeamA2,46,12.0,46,1227946,255,16
53270,53270,1902_11_TeamMI_TeamA3,115,27.0,115,3821902,255,16
77013,77013,1902_07_TeamMJ_TeamB,129,34.0,129,4571452,6,2
4136,4136,1903_08_TeamNJ_TeamB,111,32.0,112,3869567,255,16
102443,102443,1902_31_TeamMF_TeamA2,51,13.0,51,1402346,255,16
102444,102444,1902_31_TeamMF_TeamA2,51,13.0,51,1402896,255,16
102445,102445,1902_31_TeamMF_TeamA2,51,13.0,51,1403346,255,16
86064,86064,1903_04_TeamNC_TeamA1,133,35.0,138,4810369,255,16
53298,53298,1902_11_TeamMI_TeamA3,123,29.0,123,4043452,255,16
36933,36933,1901_09_TeamLK_TeamB,160,,161,6059830,255,16
36934,36934,1901_09_TeamLK_TeamB,160,,161,6060480,255,16
36935,36935,1901_09_TeamLK_TeamB,160,,161,6060780,255,16
36936,36936,1901_09_TeamLK_TeamB,160,,161,6061280,255,16
36937,36937,1901_09_TeamLK_TeamB,160,,161,6061930,4,2
69707,69707,1902_26_TeamMH_TeamA3,99,28.0,99,3111956,255,16
69708,69708,1902_26_TeamMH_TeamA3,99,28.0,99,3113056,255,16
69709,69709,1902_26_TeamMH_TeamA3,99,28.0,99,3113706,5,2
53326,53326,1902_11_TeamMI_TeamA3,130,30.0,130,4285402,255,16
4180,4180,1903_08_TeamNJ_TeamB,124,36.0,125,4254867,255,16
4181,4181,1903_08_TeamNJ_TeamB,124,36.0,125,4255267,5,2
53339,53339,1902_11_TeamMI_TeamA3,133,31.0,133,4470402,255,16
69724,69724,1902_26_TeamMH_TeamA3,103,30.0,103,3318206,255,16
69725,69725,1902_26_TeamMH_TeamA3,103,30.0,103,3318706,255,16
69726,69726,1902_26_TeamMH_TeamA3,103,30.0,103,3319056,255,16
69727,69727,1902_26_TeamMH_TeamA3,103,30.0,103,3319406,255,16
69728,69728,1902_26_TeamMH_TeamA3,103,30.0,103,3319706,255,16
69729,69729,1902_26_TeamMH_TeamA3,103,30.0,103,3320056,255,16
102495,102495,1902_31_TeamMF_TeamA2,66,16.0,66,1858746,255,16
102496,102496,1902_31_TeamMF_TeamA2,66,16.0,66,1859596,255,16
102497,102497,1902_31_TeamMF_TeamA2,66,16.0,66,1860096,255,16
102498,102498,1902_31_TeamMF_TeamA2,66,16.0,66,1860446,255,16
86109,86109,1903_04_TeamNC_TeamA1,144,38.0,149,5139419,255,16
86110,86110,1903_04_TeamNC_TeamA1,144,38.0,149,5139769,5,2
102499,102499,1902_31_TeamMF_TeamA2,66,16.0,66,1860696,6,2
4208,4208,1903_08_TeamNJ_TeamB,132,38.0,133,4565917,255,16
4209,4209,1903_08_TeamNJ_TeamB,132,38.0,133,4566467,255,16
20592,20592,1900_03_TeamKJ_TeamB,137,,137,5628936,255,16
20593,20593,1900_03_TeamKJ_TeamB,137,,137,5629596,3,2
102518,102518,1902_31_TeamMF_TeamA2,71,18.0,71,1962296,255,16
102519,102519,1902_31_TeamMF_TeamA2,71,18.0,71,1963496,255,16
53368,53368,1902_11_TeamMI_TeamA3,141,33.0,141,4644502,255,16
53369,53369,1902_11_TeamMI_TeamA3,141,33.0,141,4645452,255,16
102520,102520,1902_31_TeamMF_TeamA2,71,18.0,71,1964196,4,2
4219,4219,1903_08_TeamNJ_TeamB,133,39.0,134,4619617,255,16
4220,4220,1903_08_TeamNJ_TeamB,133,39.0,134,4620117,255,16
69759,69759,1902_26_TeamMH_TeamA3,111,31.0,111,3508656,255,16
36992,36992,1901_09_TeamLK_TeamB,176,,177,6647529,255,16
102529,102529,1902_31_TeamMF_TeamA2,73,19.0,73,2117946,255,16
36993,36993,1901_09_TeamLK_TeamB,176,,177,6648979,3,2
69760,69760,1902_26_TeamMH_TeamA3,111,31.0,111,3509106,6,2
4230,4230,1903_08_TeamNJ_TeamB,135,41.0,136,4701667,255,16
4231,4231,1903_08_TeamNJ_TeamB,135,41.0,136,4702867,255,16
4232,4232,1903_08_TeamNJ_TeamB,135,41.0,136,4703317,255,16
53382,53382,1902_11_TeamMI_TeamA3,144,34.0,144,4741752,255,16
53383,53383,1902_11_TeamMI_TeamA3,144,34.0,144,4743002,255,16
53384,53384,1902_11_TeamMI_TeamA3,144,34.0,144,4743752,255,16
69772,69772,1902_26_TeamMH_TeamA3,114,32.0,114,3583356,255,16
69773,69773,1902_26_TeamMH_TeamA3,114,32.0,114,3584256,255,16
69774,69774,1902_26_TeamMH_TeamA3,114,32.0,114,3584756,255,16
53385,53385,1902_11_TeamMI_TeamA3,144,34.0,144,4743852,6,2
37010,37010,1901_09_TeamLK_TeamB,180,,181,6757929,255,16
37011,37011,1901_09_TeamLK_TeamB,180,,181,6758729,255,16
37012,37012,1901_09_TeamLK_TeamB,180,,181,6759229,255,16
37019,37019,1901_09_TeamLK_TeamB,181,,182,6806279,255,16
86184,86184,1902_30_TeamMF_TeamA2,22,5.0,22,518550,255,16
86185,86185,1902_30_TeamMF_TeamA2,22,5.0,22,519350,255,16
86186,86186,1902_30_TeamMF_TeamA2,22,5.0,22,520000,255,16
69809,69809,1902_26_TeamMH_TeamA3,122,34.0,122,3825706,255,16
4274,4274,1903_08_TeamNJ_TeamB,147,43.0,148,5067067,255,16
4275,4275,1903_08_TeamNJ_TeamB,147,43.0,148,5067817,255,16
4276,4276,1903_08_TeamNJ_TeamB,147,43.0,148,5068417,255,16
4277,4277,1903_08_TeamNJ_TeamB,147,43.0,148,5068817,255,16
69810,69810,1902_26_TeamMH_TeamA3,122,34.0,122,3826306,255,16
86193,86193,1902_30_TeamMF_TeamA2,23,6.0,23,552250,255,16
37060,37060,1901_09_TeamLK_TeamB,193,,194,7361828,255,16
37061,37061,1901_09_TeamLK_TeamB,193,,194,7362328,255,16
37062,37062,1901_09_TeamLK_TeamB,193,,194,7362978,255,16
37063,37063,1901_09_TeamLK_TeamB,193,,194,7363928,4,2
86216,86216,1902_30_TeamMF_TeamA2,29,9.0,29,906804,255,16
86217,86217,1902_30_TeamMF_TeamA2,29,9.0,29,907104,6,2
4305,4305,1903_08_TeamNJ_TeamB,154,46.0,155,5424517,255,16
69841,69841,1902_26_TeamMH_TeamA3,130,36.0,130,4129156,255,16
4112,4112,1903_08_TeamNJ_TeamB,107,29.0,108,3650617,4,2
69842,69842,1902_26_TeamMH_TeamA3,130,36.0,130,4129256,4,2
4312,4312,1903_08_TeamNJ_TeamB,155,47.0,156,5513917,255,16
37096,37096,1901_09_TeamLK_TeamB,203,,204,7600078,255,16
37097,37097,1901_09_TeamLK_TeamB,203,,204,7601628,255,16
86248,86248,1902_30_TeamMF_TeamA2,37,11.0,37,1187804,255,16
86249,86249,1902_30_TeamMF_TeamA2,37,11.0,37,1188354,255,16
86250,86250,1902_30_TeamMF_TeamA2,37,11.0,37,1188804,255,16
53483,53483,1902_11_TeamMI_TeamA3,175,41.0,175,5784602,255,16
53484,53484,1902_11_TeamMI_TeamA3,175,41.0,175,5785552,255,16
53485,53485,1902_11_TeamMI_TeamA3,175,41.0,175,5786202,255,16
86251,86251,1902_30_TeamMF_TeamA2,37,11.0,37,1189104,4,2
53486,53486,1902_11_TeamMI_TeamA3,175,41.0,175,5786652,4,2
4339,4339,1903_08_TeamNJ_TeamB,162,49.0,163,5704017,255,16
4340,4340,1903_08_TeamNJ_TeamB,162,49.0,163,5704567,255,16
37107,37107,1901_09_TeamLK_TeamB,205,,206,7775128,255,16
102646,102646,1902_31_TeamMF_TeamA2,109,28.0,109,3193946,255,16
102647,102647,1902_31_TeamMF_TeamA2,109,28.0,109,3195346,255,16
37108,37108,1901_09_TeamLK_TeamB,205,,206,7775578,5,2
53501,53501,1902_11_TeamMI_TeamA3,179,42.0,179,5997502,255,16
37118,37118,1901_09_TeamLK_TeamB,207,,208,7823478,255,16
37119,37119,1901_09_TeamLK_TeamB,207,,208,7825028,255,16
53502,53502,1902_11_TeamMI_TeamA3,179,42.0,179,5997902,255,16
37120,37120,1901_09_TeamLK_TeamB,207,,208,7825328,6,2
4372,4372,1903_08_TeamNJ_TeamB,171,52.0,172,6067067,255,16
4373,4373,1903_08_TeamNJ_TeamB,171,52.0,172,6068317,255,16
4374,4374,1903_08_TeamNJ_TeamB,171,52.0,172,6068717,3,2
86296,86296,1902_30_TeamMF_TeamA2,51,,51,1565054,255,16
69915,69915,1902_26_TeamMH_TeamA3,150,40.0,150,4816456,255,16
4383,4383,1903_08_TeamNJ_TeamB,173,53.0,174,6131667,255,16
4384,4384,1903_08_TeamNJ_TeamB,173,53.0,174,6132967,255,16
4385,4385,1903_08_TeamNJ_TeamB,173,53.0,174,6133517,4,2
30181,30181,1903_12_TeamNC_TeamA1,63,15.0,63,2039404,255,16
4394,4394,1903_08_TeamNJ_TeamB,175,54.0,176,6303517,255,16
4395,4395,1903_08_TeamNJ_TeamB,175,54.0,176,6304117,255,16
4396,4396,1903_08_TeamNJ_TeamB,175,54.0,176,6304617,4,2
30182,30182,1903_12_TeamNC_TeamA1,63,15.0,63,2039804,255,16
69937,69937,1902_26_TeamMH_TeamA3,156,41.0,156,5063656,255,16
69938,69938,1902_26_TeamMH_TeamA3,156,41.0,156,5064006,255,16
69939,69939,1902_26_TeamMH_TeamA3,156,41.0,156,5064356,255,16
69940,69940,1902_26_TeamMH_TeamA3,156,41.0,156,5064556,255,16
69941,69941,1902_26_TeamMH_TeamA3,156,41.0,156,5064856,5,2
23670,23670,1901_07_TeamLK_TeamB,24,,26,815953,4,2
53560,53560,1902_11_TeamMI_TeamA3,196,46.0,196,6599402,255,16
53561,53561,1902_11_TeamMI_TeamA3,196,46.0,196,6599952,255,16
53562,53562,1902_11_TeamMI_TeamA3,196,46.0,196,6600252,255,16
53563,53563,1902_11_TeamMI_TeamA3,196,46.0,196,6600502,255,16
69959,69959,1902_26_TeamMH_TeamA3,161,42.0,161,5200006,255,16
69960,69960,1902_26_TeamMH_TeamA3,161,42.0,161,5201006,255,16
69961,69961,1902_26_TeamMH_TeamA3,161,42.0,161,5201406,255,16
53586,53586,1902_11_TeamMI_TeamA3,202,47.0,202,6761702,255,16
4444,4444,1903_08_TeamNJ_TeamB,190,57.0,191,6783617,255,16
4445,4445,1903_08_TeamNJ_TeamB,190,57.0,191,6785017,255,16
4446,4446,1903_08_TeamNJ_TeamB,190,57.0,191,6785667,6,2
69986,69986,1902_26_TeamMH_TeamA3,166,45.0,166,5458906,255,16
69987,69987,1902_26_TeamMH_TeamA3,166,45.0,166,5459656,255,16
69988,69988,1902_26_TeamMH_TeamA3,166,45.0,166,5460206,255,16
69989,69989,1902_26_TeamMH_TeamA3,166,45.0,166,5460306,4,2
4455,4455,1903_08_TeamNJ_TeamB,192,58.0,193,6846167,255,16
4456,4456,1903_08_TeamNJ_TeamB,192,58.0,193,6846917,255,16
4457,4457,1903_08_TeamNJ_TeamB,192,58.0,193,6847317,255,16
37226,37226,1901_09_TeamLK_TeamB,241,,242,8926977,255,16
37227,37227,1901_09_TeamLK_TeamB,241,,242,8927577,255,16
53611,53611,1902_11_TeamMI_TeamA3,209,48.0,209,7004602,255,16
4458,4458,1903_08_TeamNJ_TeamB,192,58.0,193,6847767,6,2
86385,86385,1902_30_TeamMF_TeamA2,78,20.0,78,2478579,255,16
86386,86386,1902_30_TeamMF_TeamA2,78,20.0,78,2479329,255,16
86387,86387,1902_30_TeamMF_TeamA2,78,20.0,78,2479929,255,16
53627,53627,1902_11_TeamMI_TeamA3,212,50.0,212,7178852,255,16
53628,53628,1902_11_TeamMI_TeamA3,212,50.0,212,7180002,255,16
53629,53629,1902_11_TeamMI_TeamA3,212,50.0,212,7180602,255,16
70014,70014,1902_26_TeamMH_TeamA3,173,47.0,173,5620406,255,16
53630,53630,1902_11_TeamMI_TeamA3,212,50.0,212,7180702,4,2
37264,37264,1901_09_TeamLK_TeamB,251,,252,9335626,255,16
37265,37265,1901_09_TeamLK_TeamB,251,,252,9336926,255,16
20885,20885,1903_22_TeamNA_TeamA1,4,2.0,4,67513,255,16
20886,20886,1903_22_TeamNA_TeamA1,4,2.0,4,68913,255,16
20887,20887,1903_22_TeamNA_TeamA1,4,2.0,4,69313,4,2
86424,86424,1902_30_TeamMF_TeamA2,88,22.0,88,2760579,255,16
86425,86425,1902_30_TeamMF_TeamA2,88,22.0,88,2761579,255,16
20896,20896,1903_22_TeamNA_TeamA1,6,3.0,6,112963,255,16
20897,20897,1903_22_TeamNA_TeamA1,6,3.0,6,113913,255,16
20898,20898,1903_22_TeamNA_TeamA1,6,3.0,6,114613,255,16
37283,37283,1901_09_TeamLK_TeamB,255,,256,9523426,255,16
37284,37284,1901_09_TeamLK_TeamB,255,,256,9524426,255,16
37285,37285,1901_09_TeamLK_TeamB,255,,256,9524976,255,16
37286,37286,1901_09_TeamLK_TeamB,255,,256,9525426,255,16
20899,20899,1903_22_TeamNA_TeamA1,6,3.0,6,115163,255,16
20900,20900,1903_22_TeamNA_TeamA1,6,3.0,6,115663,255,16
86444,86444,1902_30_TeamMF_TeamA2,93,23.0,93,2884379,255,16
86445,86445,1902_30_TeamMF_TeamA2,93,23.0,93,2885129,255,16
86446,86446,1902_30_TeamMF_TeamA2,93,23.0,93,2885579,255,16
4527,4527,1903_08_TeamNJ_TeamB,213,65.0,214,7641667,255,16
4528,4528,1903_08_TeamNJ_TeamB,213,65.0,214,7642567,255,16
4529,4529,1903_08_TeamNJ_TeamB,213,65.0,214,7643117,255,16
4530,4530,1903_08_TeamNJ_TeamB,213,65.0,214,7644017,5,2
20917,20917,1903_22_TeamNA_TeamA1,9,4.0,9,197063,255,16
20918,20918,1903_22_TeamNA_TeamA1,9,4.0,9,197963,255,16
20919,20919,1903_22_TeamNA_TeamA1,9,4.0,9,198613,255,16
86460,86460,1902_30_TeamMF_TeamA2,96,24.0,96,2988129,255,16
102845,102845,1902_31_TeamMF_TeamA2,167,43.0,167,5310996,255,16
102846,102846,1902_31_TeamMF_TeamA2,167,43.0,167,5312196,255,16
