,game_str,play_id,ball_direction
615,1902_13_TeamMK_TeamB,92,right
616,1902_13_TeamMK_TeamB,105,left
617,1902_13_TeamMK_TeamB,108,right
618,1902_13_TeamMK_TeamB,112,left
619,1902_13_TeamMK_TeamB,130,right
620,1902_13_TeamMK_TeamB,240,left
621,1902_13_TeamMK_TeamB,254,left
622,1902_13_TeamMK_TeamB,260,left
623,1902_13_TeamMK_TeamB,282,right
624,1902_13_TeamMK_TeamB,288,right
625,1903_15_TeamNG_TeamA3,3,left
626,1903_15_TeamNG_TeamA3,41,right
627,1903_15_TeamNG_TeamA3,88,right
628,1903_15_TeamNG_TeamA3,114,left
629,1903_15_TeamNG_TeamA3,117,right
630,1903_15_TeamNG_TeamA3,140,left
631,1903_15_TeamNG_TeamA3,147,right
632,1903_15_TeamNG_TeamA3,158,right
633,1903_15_TeamNG_TeamA3,271,left
634,1903_15_TeamNG_TeamA3,279,left
635,1903_20_TeamNL_TeamB,9,right
636,1903_20_TeamNL_TeamB,31,left
637,1903_20_TeamNL_TeamB,65,left
638,1903_20_TeamNL_TeamB,102,left
639,1903_20_TeamNL_TeamB,124,right
640,1903_20_TeamNL_TeamB,161,left
641,1903_20_TeamNL_TeamB,188,left
642,1903_20_TeamNL_TeamB,196,right
643,1903_20_TeamNL_TeamB,220,left
644,1903_20_TeamNL_TeamB,224,left
645,1903_20_TeamNL_TeamB,245,left
646,1902_06_TeamML_TeamB,22,right
647,1902_06_TeamML_TeamB,32,right
648,1902_06_TeamML_TeamB,45,left
649,1902_06_TeamML_TeamB,87,left
650,1902_06_TeamML_TeamB,118,right
651,1902_06_TeamML_TeamB,125,left
652,1902_06_TeamML_TeamB,154,left
653,1902_06_TeamML_TeamB,191,left
654,1902_06_TeamML_TeamB,267,left
655,1902_06_TeamML_TeamB,288,right
656,1903_18_TeamNI_TeamA3,5,left
657,1903_18_TeamNI_TeamA3,22,left
658,1903_18_TeamNI_TeamA3,41,right
659,1903_18_TeamNI_TeamA3,46,right
660,1903_18_TeamNI_TeamA3,50,right
661,1903_18_TeamNI_TeamA3,57,right
662,1903_18_TeamNI_TeamA3,79,left
663,1903_18_TeamNI_TeamA3,103,left
664,1903_18_TeamNI_TeamA3,123,left
665,1903_18_TeamNI_TeamA3,140,left
666,1903_18_TeamNI_TeamA3,154,right
667,1903_18_TeamNI_TeamA3,251,right
668,1902_09_TeamMJ_TeamB,1,right
669,1902_09_TeamMJ_TeamB,10,left
670,1902_09_TeamMJ_TeamB,23,left
671,1902_09_TeamMJ_TeamB,36,right
672,1902_09_TeamMJ_TeamB,184,left
673,1902_09_TeamMJ_TeamB,282,right
674,1902_09_TeamMJ_TeamB,304,left
675,1902_09_TeamMJ_TeamB,312,left
676,1901_14_TeamLL_TeamB,22,left
677,1901_14_TeamLL_TeamB,105,left
678,1901_14_TeamLL_TeamB,145,left
679,1901_14_TeamLL_TeamB,199,left
680,1901_14_TeamLL_TeamB,219,right
681,1902_26_TeamMH_TeamA3,4,right
682,1902_26_TeamMH_TeamA3,59,right
683,1902_26_TeamMH_TeamA3,99,right
684,1902_26_TeamMH_TeamA3,111,right
685,1902_26_TeamMH_TeamA3,130,left
686,1902_26_TeamMH_TeamA3,156,left
687,1902_26_TeamMH_TeamA3,166,right
688,1902_26_TeamMH_TeamA3,202,right
689,1902_26_TeamMH_TeamA3,254,right
690,1902_26_TeamMH_TeamA3,260,left
691,1902_26_TeamMH_TeamA3,291,left
692,1902_26_TeamMH_TeamA3,297,right
693,1902_26_TeamMH_TeamA3,306,left
694,1901_10_TeamLJ_TeamB,10,right
695,1901_10_TeamLJ_TeamB,29,left
696,1901_10_TeamLJ_TeamB,37,left
697,1901_10_TeamLJ_TeamB,84,right
698,1901_10_TeamLJ_TeamB,87,right
699,1901_10_TeamLJ_TeamB,93,left
700,1901_10_TeamLJ_TeamB,132,right
701,1901_10_TeamLJ_TeamB,165,left
702,1901_10_TeamLJ_TeamB,176,right
703,1901_10_TeamLJ_TeamB,181,right
704,1901_10_TeamLJ_TeamB,185,left
705,1901_10_TeamLJ_TeamB,192,left
706,1901_10_TeamLJ_TeamB,197,left
707,1901_10_TeamLJ_TeamB,214,left
708,1901_10_TeamLJ_TeamB,216,right
709,1901_10_TeamLJ_TeamB,249,right
710,1901_10_TeamLJ_TeamB,251,right
711,1903_27_TeamNH_TeamA3,24,left
712,1903_27_TeamNH_TeamA3,50,left
713,1903_27_TeamNH_TeamA3,92,right
714,1903_27_TeamNH_TeamA3,99,right
715,1903_27_TeamNH_TeamA3,109,left
716,1903_27_TeamNH_TeamA3,126,left
717,1903_27_TeamNH_TeamA3,136,right
718,1903_27_TeamNH_TeamA3,143,right
719,1903_27_TeamNH_TeamA3,150,left
720,1903_27_TeamNH_TeamA3,233,left
721,1903_25_TeamNK_TeamB,3,right
722,1903_25_TeamNK_TeamB,50,right
723,1903_25_TeamNK_TeamB,73,left
724,1903_25_TeamNK_TeamB,77,right
725,1903_25_TeamNK_TeamB,118,left
726,1903_25_TeamNK_TeamB,120,right
727,1903_25_TeamNK_TeamB,149,left
728,1903_25_TeamNK_TeamB,156,right
729,1903_25_TeamNK_TeamB,179,left
730,1903_25_TeamNK_TeamB,184,right
731,1903_25_TeamNK_TeamB,188,left
732,1903_25_TeamNK_TeamB,219,left
733,1903_25_TeamNK_TeamB,237,left
734,1903_25_TeamNK_TeamB,258,right
735,1903_14_TeamNG_TeamA3,9,right
736,1903_14_TeamNG_TeamA3,13,right
737,1903_14_TeamNG_TeamA3,45,left
738,1903_14_TeamNG_TeamA3,56,right
739,1903_14_TeamNG_TeamA3,84,left
740,1903_14_TeamNG_TeamA3,137,right
741,1903_14_TeamNG_TeamA3,192,right
742,1903_14_TeamNG_TeamA3,228,left
743,1903_14_TeamNG_TeamA3,233,left
744,1903_14_TeamNG_TeamA3,246,right
745,1902_29_TeamMF_TeamA2,5,left
746,1902_29_TeamMF_TeamA2,15,right
747,1902_29_TeamMF_TeamA2,20,left
748,1902_29_TeamMF_TeamA2,24,left
749,1902_29_TeamMF_TeamA2,30,left
750,1902_29_TeamMF_TeamA2,47,left
751,1902_29_TeamMF_TeamA2,58,left
752,1902_29_TeamMF_TeamA2,95,left
753,1902_29_TeamMF_TeamA2,132,left
754,1902_29_TeamMF_TeamA2,136,right
755,1902_29_TeamMF_TeamA2,159,right
756,1902_29_TeamMF_TeamA2,160,left
757,1902_29_TeamMF_TeamA2,222,right
758,1902_28_TeamMC_TeamA1,16,right
759,1902_28_TeamMC_TeamA1,28,right
760,1902_28_TeamMC_TeamA1,44,left
761,1902_28_TeamMC_TeamA1,57,left
762,1902_28_TeamMC_TeamA1,71,right
763,1902_28_TeamMC_TeamA1,113,left
764,1902_28_TeamMC_TeamA1,149,left
765,1902_28_TeamMC_TeamA1,167,left
766,1902_28_TeamMC_TeamA1,179,left
767,1902_28_TeamMC_TeamA1,192,left
768,1902_07_TeamMJ_TeamB,73,left
769,1902_07_TeamMJ_TeamB,76,right
770,1902_07_TeamMJ_TeamB,85,right
771,1902_07_TeamMJ_TeamB,93,right
772,1902_07_TeamMJ_TeamB,121,right
773,1902_07_TeamMJ_TeamB,125,left
774,1902_07_TeamMJ_TeamB,129,right
775,1902_07_TeamMJ_TeamB,166,right
776,1902_07_TeamMJ_TeamB,180,left
777,1902_07_TeamMJ_TeamB,195,left
778,1902_07_TeamMJ_TeamB,232,left
779,1902_07_TeamMJ_TeamB,237,left
780,1902_07_TeamMJ_TeamB,252,right
781,1902_07_TeamMJ_TeamB,281,right
782,1902_07_TeamMJ_TeamB,288,left
783,1901_04_TeamLI_TeamA3,91,left
784,1901_04_TeamLI_TeamA3,95,left
785,1901_04_TeamLI_TeamA3,142,left
786,1901_04_TeamLI_TeamA3,237,left
787,1901_04_TeamLI_TeamA3,295,left
788,1901_04_TeamLI_TeamA3,313,left
789,1903_28_TeamNF_TeamA2,90,left
790,1903_28_TeamNF_TeamA2,110,right
791,1903_28_TeamNF_TeamA2,168,right
792,1903_28_TeamNF_TeamA2,196,left
793,1903_28_TeamNF_TeamA2,256,right
794,1901_16_TeamLH_TeamA3,9,right
795,1901_16_TeamLH_TeamA3,22,left
796,1901_16_TeamLH_TeamA3,73,right
797,1901_16_TeamLH_TeamA3,117,right
798,1901_16_TeamLH_TeamA3,118,left
799,1901_16_TeamLH_TeamA3,211,right
800,1901_16_TeamLH_TeamA3,214,right
801,1901_16_TeamLH_TeamA3,242,left
802,1902_25_TeamMH_TeamA3,79,right
803,1902_25_TeamMH_TeamA3,87,right
804,1902_25_TeamMH_TeamA3,122,left
805,1902_25_TeamMH_TeamA3,126,left
806,1902_25_TeamMH_TeamA3,151,right
807,1902_25_TeamMH_TeamA3,157,left
808,1902_25_TeamMH_TeamA3,166,left
809,1902_25_TeamMH_TeamA3,169,left
810,1902_25_TeamMH_TeamA3,180,left
811,1902_25_TeamMH_TeamA3,322,left
812,1903_07_TeamND_TeamA2,74,right
813,1903_07_TeamND_TeamA2,81,right
814,1903_07_TeamND_TeamA2,110,left
815,1903_07_TeamND_TeamA2,120,left
816,1903_07_TeamND_TeamA2,125,right
817,1903_07_TeamND_TeamA2,271,left
818,1903_07_TeamND_TeamA2,283,left
819,1903_07_TeamND_TeamA2,290,left
820,1903_07_TeamND_TeamA2,313,left
821,1903_07_TeamND_TeamA2,322,right
822,1902_20_TeamME_TeamA2,8,right
823,1902_20_TeamME_TeamA2,34,right
824,1902_20_TeamME_TeamA2,49,left
825,1902_20_TeamME_TeamA2,53,right
826,1902_20_TeamME_TeamA2,61,right
827,1902_20_TeamME_TeamA2,95,left
828,1902_20_TeamME_TeamA2,105,right
829,1902_20_TeamME_TeamA2,124,right
830,1902_20_TeamME_TeamA2,129,right
831,1902_20_TeamME_TeamA2,141,left
832,1902_20_TeamME_TeamA2,171,right
833,1902_20_TeamME_TeamA2,193,right
834,1902_20_TeamME_TeamA2,198,right
835,1902_20_TeamME_TeamA2,229,left
836,1902_20_TeamME_TeamA2,232,right
837,1902_20_TeamME_TeamA2,298,left
838,1903_04_TeamNC_TeamA1,10,left
839,1903_04_TeamNC_TeamA1,25,left
840,1903_04_TeamNC_TeamA1,36,right
841,1903_04_TeamNC_TeamA1,38,right
842,1903_04_TeamNC_TeamA1,65,left
843,1903_04_TeamNC_TeamA1,67,right
844,1903_04_TeamNC_TeamA1,109,left
845,1903_04_TeamNC_TeamA1,111,right
846,1903_04_TeamNC_TeamA1,121,right
847,1903_04_TeamNC_TeamA1,144,right
848,1902_30_TeamMF_TeamA2,29,left
849,1902_30_TeamMF_TeamA2,37,left
850,1902_30_TeamMF_TeamA2,130,left
851,1902_30_TeamMF_TeamA2,150,left
852,1902_30_TeamMF_TeamA2,155,left
853,1902_30_TeamMF_TeamA2,178,left
854,1902_30_TeamMF_TeamA2,194,right
855,1902_30_TeamMF_TeamA2,216,right
856,1902_30_TeamMF_TeamA2,227,left
857,1902_30_TeamMF_TeamA2,248,right
858,1902_30_TeamMF_TeamA2,273,left
859,1902_30_TeamMF_TeamA2,320,right
860,1902_17_TeamMB_TeamA1,2,left
861,1902_17_TeamMB_TeamA1,9,right
862,1902_17_TeamMB_TeamA1,38,left
863,1902_17_TeamMB_TeamA1,54,left
864,1902_17_TeamMB_TeamA1,56,left
865,1902_17_TeamMB_TeamA1,57,right
866,1902_17_TeamMB_TeamA1,59,right
867,1902_17_TeamMB_TeamA1,70,left
868,1902_17_TeamMB_TeamA1,80,left
869,1902_17_TeamMB_TeamA1,81,right
870,1902_17_TeamMB_TeamA1,82,left
871,1902_17_TeamMB_TeamA1,83,left
872,1902_17_TeamMB_TeamA1,99,right
873,1902_17_TeamMB_TeamA1,102,right
874,1902_17_TeamMB_TeamA1,103,right
875,1902_17_TeamMB_TeamA1,115,left
876,1902_17_TeamMB_TeamA1,123,right
877,1902_17_TeamMB_TeamA1,126,right
878,1902_17_TeamMB_TeamA1,129,right
879,1902_17_TeamMB_TeamA1,139,left
880,1902_17_TeamMB_TeamA1,151,left
881,1902_17_TeamMB_TeamA1,155,left
882,1902_17_TeamMB_TeamA1,202,left
883,1902_17_TeamMB_TeamA1,246,right
884,1901_05_TeamLI_TeamA3,119,right
885,1901_05_TeamLI_TeamA3,150,left
886,1901_05_TeamLI_TeamA3,247,left
887,1901_05_TeamLI_TeamA3,334,right
888,1902_08_TeamMJ_TeamB,29,left
889,1902_08_TeamMJ_TeamB,99,left
890,1902_08_TeamMJ_TeamB,108,left
891,1902_08_TeamMJ_TeamB,123,left
892,1902_08_TeamMJ_TeamB,133,left
893,1902_08_TeamMJ_TeamB,158,left
894,1902_08_TeamMJ_TeamB,160,right
895,1902_08_TeamMJ_TeamB,164,right
896,1902_08_TeamMJ_TeamB,195,left
897,1902_08_TeamMJ_TeamB,227,right
898,1902_08_TeamMJ_TeamB,230,left
899,1902_08_TeamMJ_TeamB,316,right
900,1902_08_TeamMJ_TeamB,318,right
901,1902_08_TeamMJ_TeamB,321,right
902,1902_08_TeamMJ_TeamB,357,left
903,1903_10_TeamNJ_TeamB,5,left
904,1903_10_TeamNJ_TeamB,12,left
905,1903_10_TeamNJ_TeamB,18,right
906,1903_10_TeamNJ_TeamB,38,right
907,1903_10_TeamNJ_TeamB,67,right
908,1903_10_TeamNJ_TeamB,73,right
909,1903_10_TeamNJ_TeamB,95,right
910,1903_10_TeamNJ_TeamB,137,right
911,1903_10_TeamNJ_TeamB,200,left
912,1903_10_TeamNJ_TeamB,230,left
913,1903_29_TeamNF_TeamA2,16,right
914,1903_29_TeamNF_TeamA2,24,right
915,1903_29_TeamNF_TeamA2,31,right
916,1903_29_TeamNF_TeamA2,60,right
917,1903_29_TeamNF_TeamA2,67,left
918,1903_29_TeamNF_TeamA2,76,right
919,1903_29_TeamNF_TeamA2,114,right
920,1903_29_TeamNF_TeamA2,130,right
921,1903_29_TeamNF_TeamA2,143,right
922,1903_29_TeamNF_TeamA2,197,right
923,1903_29_TeamNF_TeamA2,211,left
924,1903_29_TeamNF_TeamA2,232,right
925,1903_29_TeamNF_TeamA2,254,left
926,1903_29_TeamNF_TeamA2,255,left
927,1901_17_TeamLH_TeamA3,12,right
928,1901_17_TeamLH_TeamA3,50,right
929,1901_17_TeamLH_TeamA3,61,right
930,1901_17_TeamLH_TeamA3,112,left
931,1901_17_TeamLH_TeamA3,140,left
932,1901_17_TeamLH_TeamA3,163,right
933,1901_17_TeamLH_TeamA3,188,right
934,1901_17_TeamLH_TeamA3,260,right
935,1901_17_TeamLH_TeamA3,283,left
936,1901_17_TeamLH_TeamA3,324,left
937,1901_17_TeamLH_TeamA3,330,right
938,1901_17_TeamLH_TeamA3,340,right
939,1901_15_TeamLL_TeamB,2,left
940,1901_15_TeamLL_TeamB,14,left
941,1901_15_TeamLL_TeamB,38,left
942,1901_15_TeamLL_TeamB,91,right
943,1901_15_TeamLL_TeamB,156,left
944,1901_15_TeamLL_TeamB,213,left
945,1901_15_TeamLL_TeamB,223,right
946,1901_15_TeamLL_TeamB,232,right
947,1901_15_TeamLL_TeamB,248,left
948,1903_13_TeamNG_TeamA3,49,right
949,1903_13_TeamNG_TeamA3,56,left
950,1903_13_TeamNG_TeamA3,60,right
951,1903_13_TeamNG_TeamA3,162,left
952,1903_13_TeamNG_TeamA3,207,right
953,1903_13_TeamNG_TeamA3,255,left
954,1903_21_TeamNL_TeamB,36,right
955,1903_21_TeamNL_TeamB,50,left
956,1903_21_TeamNL_TeamB,62,left
957,1903_21_TeamNL_TeamB,101,right
958,1903_21_TeamNL_TeamB,172,left
959,1903_30_TeamNF_TeamA2,1,left
960,1903_30_TeamNF_TeamA2,30,right
961,1903_30_TeamNF_TeamA2,32,right
962,1903_30_TeamNF_TeamA2,87,left
963,1903_30_TeamNF_TeamA2,89,left
964,1903_30_TeamNF_TeamA2,106,left
965,1903_30_TeamNF_TeamA2,113,left
966,1903_30_TeamNF_TeamA2,131,left
967,1903_30_TeamNF_TeamA2,138,left
968,1903_30_TeamNF_TeamA2,140,right
969,1903_30_TeamNF_TeamA2,147,left
970,1903_30_TeamNF_TeamA2,171,left
971,1903_30_TeamNF_TeamA2,193,right
972,1903_30_TeamNF_TeamA2,205,right
973,1903_30_TeamNF_TeamA2,207,right
974,1903_30_TeamNF_TeamA2,212,right
975,1903_30_TeamNF_TeamA2,259,right
976,1903_06_TeamND_TeamA2,17,right
977,1903_06_TeamND_TeamA2,29,left
978,1903_06_TeamND_TeamA2,36,left
979,1903_06_TeamND_TeamA2,56,left
980,1903_06_TeamND_TeamA2,88,right
981,1903_06_TeamND_TeamA2,93,right
982,1903_06_TeamND_TeamA2,123,left
983,1903_06_TeamND_TeamA2,157,left
984,1903_06_TeamND_TeamA2,207,right
985,1903_06_TeamND_TeamA2,237,left
986,1903_06_TeamND_TeamA2,248,left
987,1903_25_TeamNH_TeamA3,39,right
988,1903_25_TeamNH_TeamA3,67,right
989,1903_25_TeamNH_TeamA3,76,left
990,1903_25_TeamNH_TeamA3,111,left
991,1903_25_TeamNH_TeamA3,113,left
992,1903_25_TeamNH_TeamA3,129,right
993,1903_25_TeamNH_TeamA3,146,left
994,1903_25_TeamNH_TeamA3,151,right
995,1903_25_TeamNH_TeamA3,166,right
996,1903_25_TeamNH_TeamA3,224,left
997,1903_25_TeamNH_TeamA3,241,right
998,1902_21_TeamME_TeamA2,4,left
999,1902_21_TeamME_TeamA2,21,right
1000,1902_21_TeamME_TeamA2,33,left
1001,1902_21_TeamME_TeamA2,43,left
1002,1902_21_TeamME_TeamA2,48,left
1003,1902_21_TeamME_TeamA2,76,right
1004,1902_21_TeamME_TeamA2,77,right
1005,1902_21_TeamME_TeamA2,86,left
1006,1902_21_TeamME_TeamA2,99,left
1007,1902_21_TeamME_TeamA2,111,left
1008,1902_21_TeamME_TeamA2,141,right
1009,1902_21_TeamME_TeamA2,143,right
1010,1902_21_TeamME_TeamA2,164,left
1011,1902_21_TeamME_TeamA2,166,left
1012,1902_21_TeamME_TeamA2,174,left
1013,1902_21_TeamME_TeamA2,181,right
1014,1902_21_TeamME_TeamA2,187,right
1015,1902_21_TeamME_TeamA2,209,right
1016,1901_11_TeamLJ_TeamB,146,right
1017,1901_11_TeamLJ_TeamB,153,right
1018,1901_11_TeamLJ_TeamB,154,left
1019,1901_11_TeamLJ_TeamB,164,left
1020,1901_11_TeamLJ_TeamB,189,right
1021,1901_11_TeamLJ_TeamB,193,right
1022,1901_11_TeamLJ_TeamB,220,left
1023,1901_11_TeamLJ_TeamB,250,right
1024,1901_11_TeamLJ_TeamB,282,right
1025,1901_11_TeamLJ_TeamB,296,right
1026,1902_31_TeamMF_TeamA2,19,right
1027,1902_31_TeamMF_TeamA2,35,right
1028,1902_31_TeamMF_TeamA2,66,right
1029,1902_31_TeamMF_TeamA2,71,left
1030,1902_31_TeamMF_TeamA2,188,left
1031,1902_31_TeamMF_TeamA2,203,left
1032,1902_31_TeamMF_TeamA2,245,left
1033,1902_31_TeamMF_TeamA2,287,left
